player,team,event_type,result,original_x,original_y,converted_x,converted_y
Devin Booker,PHX,shot,made,-44,24,29.4,86.6
Devin Booker,PHX,shot,made,-54,119,30.4,77.1
Devin Booker,PHX,shot,made,16,110,23.4,78
Devin Booker,PHX,shot,made,-5,6,25.5,88.4
Devin Booker,PHX,shot,made,-3,164,25.3,72.6
Devin Booker,PHX,shot,made,70,96,18,79.4
Devin Booker,PHX,shot,made,2,5,24.8,88.5
Devin Booker,PHX,shot,made,-154,206,40.4,68.4
Devin Booker,PHX,shot,made,-51,29,30.1,86.1
Devin Booker,PHX,shot,made,17,257,23.3,63.3
Devin Booker,PHX,shot,made,6,89,24.4,80.1
Devin Booker,PHX,shot,made,-30,16,28,87.4
Devin Booker,PHX,shot,made,-85,221,33.5,66.9
Devin Booker,PHX,shot,made,-57,94,30.7,79.6
Devin Booker,PHX,shot,made,22,1,22.8,88.9
Devin Booker,PHX,shot,made,159,243,9.1,64.7
Devin Booker,PHX,shot,made,-23,109,27.3,78.1
Devin Booker,PHX,shot,made,17,23,26.7,7.3
Devin Booker,PHX,shot,made,19,8,26.9,5.8
Devin Booker,PHX,shot,made,32,249,28.2,29.9
Devin Booker,PHX,shot,made,134,246,38.4,29.6
Devin Booker,PHX,shot,made,122,100,37.2,15
Devin Booker,PHX,shot,made,181,26,43.1,7.6
Devin Booker,PHX,shot,made,160,46,41,9.6
Devin Booker,PHX,shot,made,-19,4,23.1,5.4
Devin Booker,PHX,shot,made,10,4,26,5.4
Devin Booker,PHX,shot,made,-18,10,23.2,6
Devin Booker,PHX,shot,made,-225,30,2.5,8
Devin Booker,PHX,shot,made,125,205,37.5,25.5
Devin Booker,PHX,shot,made,-164,193,8.6,24.3
Devin Booker,PHX,shot,made,-47,40,20.3,9
Devin Booker,PHX,shot,made,-24,-4,22.6,4.6
Devin Booker,PHX,shot,made,-77,71,17.3,12.1
Devin Booker,PHX,shot,made,-25,78,22.5,12.8
Devin Booker,PHX,shot,made,118,176,36.8,22.6
Devin Booker,PHX,shot,made,-38,132,21.2,18.2
Devin Booker,PHX,shot,made,116,75,36.6,12.5
Devin Booker,PHX,shot,made,16,97,26.6,14.7
Devin Booker,PHX,shot,made,188,162,43.8,21.2
Devin Booker,PHX,shot,made,-111,220,13.9,27
Devin Booker,PHX,shot,made,0,-6,25,4.4
Devin Booker,PHX,shot,made,-111,22,13.9,7.2
Devin Booker,PHX,shot,made,199,121,44.9,17.1
Devin Booker,PHX,shot,made,187,62,43.7,11.2
Devin Booker,PHX,shot,made,-18,0,23.2,5
Devin Booker,PHX,shot,made,-136,-20,11.4,3
Devin Booker,PHX,shot,made,-90,238,34,65.2
Devin Booker,PHX,shot,made,-57,68,30.7,82.2
Devin Booker,PHX,shot,made,25,122,22.5,76.8
Devin Booker,PHX,shot,made,74,68,17.6,82.2
Devin Booker,PHX,shot,made,-5,7,25.5,88.3
Devin Booker,PHX,shot,made,-11,2,26.1,88.8
Devin Booker,PHX,shot,made,1,1,24.9,88.9
Devin Booker,PHX,shot,made,0,2,25,88.8
Devin Booker,PHX,shot,made,74,136,17.6,75.4
Devin Booker,PHX,shot,made,-160,188,41,70.2
Devin Booker,PHX,shot,made,2,3,24.8,88.7
Devin Booker,PHX,shot,made,-6,8,25.6,88.2
Devin Booker,PHX,shot,made,135,209,11.5,68.1
Devin Booker,PHX,shot,made,101,78,14.9,81.2
Devin Booker,PHX,shot,made,0,-5,25,89.5
Devin Booker,PHX,shot,made,0,6,25,88.4
Devin Booker,PHX,shot,made,-73,146,32.3,74.4
Devin Booker,PHX,shot,made,-100,29,35,86.1
Devin Booker,PHX,shot,made,-5,-4,25.5,89.4
Devin Booker,PHX,shot,made,-70,247,32,64.3
Devin Booker,PHX,shot,made,7,2,24.3,88.8
Devin Booker,PHX,shot,made,-32,107,28.2,78.3
Devin Booker,PHX,shot,made,40,138,21,75.2
Devin Booker,PHX,shot,made,107,238,14.3,65.2
Devin Booker,PHX,shot,made,3,0,24.7,89
Devin Booker,PHX,shot,made,3,5,24.7,88.5
Devin Booker,PHX,shot,made,1,4,24.9,88.6
Devin Booker,PHX,shot,made,-146,27,39.6,86.3
Devin Booker,PHX,shot,made,1,4,24.9,88.6
Devin Booker,PHX,shot,made,3,2,24.7,88.8
Devin Booker,PHX,shot,made,-58,243,30.8,64.7
Devin Booker,PHX,shot,made,0,10,25,88
Devin Booker,PHX,shot,made,71,19,17.9,87.1
Devin Booker,PHX,shot,made,-7,145,25.7,74.5
Devin Booker,PHX,shot,made,-203,-16,45.3,90.6
Devin Booker,PHX,shot,made,4,1,24.6,88.9
Devin Booker,PHX,shot,made,3,1,24.7,88.9
Devin Booker,PHX,shot,made,118,3,13.2,88.7
Devin Booker,PHX,shot,made,123,-8,12.7,89.8
Devin Booker,PHX,shot,made,-66,64,31.6,82.6
Devin Booker,PHX,shot,made,62,272,18.8,61.8
Devin Booker,PHX,shot,made,5,-3,24.5,89.3
Devin Booker,PHX,shot,made,65,11,18.5,87.9
Devin Booker,PHX,shot,made,-84,-8,33.4,89.8
Devin Booker,PHX,shot,made,93,139,15.7,75.1
Devin Booker,PHX,shot,made,-151,201,40.1,68.9
Devin Booker,PHX,shot,made,-56,103,30.6,78.7
Devin Booker,PHX,shot,made,0,-4,25,89.4
Devin Booker,PHX,shot,made,-58,40,30.8,85
