Guards,Bigs,Wings
0.5663716814159292,0.168141592920354,0.26548672566371684
0.42452830188679247,0.2169811320754717,0.3584905660377358
0.5217391304347826,0.17391304347826086,0.30434782608695654
0.4519230769230769,0.11538461538461539,0.4326923076923077
0.4434782608695652,0.1565217391304348,0.4
0.5142857142857142,0.2,0.2857142857142857
0.56,0.12,0.32
0.6209677419354839,0.13709677419354838,0.24193548387096775
0.4,0.1875,0.4125
0.5491803278688525,0.19672131147540983,0.2540983606557377
0.4732142857142857,0.21428571428571427,0.3125
0.4772727272727273,0.20454545454545456,0.3181818181818182
0.42201834862385323,0.1834862385321101,0.3944954128440367
0.5643564356435643,0.19801980198019803,0.2376237623762376
0.4496124031007752,0.20155038759689922,0.3488372093023256
0.36893203883495146,0.3106796116504854,0.32038834951456313
0.536,0.224,0.24
0.42857142857142855,0.3025210084033613,0.2689075630252101
0.4824561403508772,0.17543859649122806,0.34210526315789475
0.3969465648854962,0.21374045801526717,0.3893129770992366
0.36363636363636365,0.21212121212121213,0.42424242424242425
0.48214285714285715,0.15178571428571427,0.36607142857142855
0.4953271028037383,0.19626168224299065,0.308411214953271
0.5,0.16279069767441862,0.3372093023255814
0.6036036036036037,0.21621621621621623,0.18018018018018017
0.4083333333333333,0.225,0.36666666666666664
0.32456140350877194,0.32456140350877194,0.3508771929824561
0.525,0.25,0.225
0.4777777777777778,0.18888888888888888,0.3333333333333333
0.5371900826446281,0.2975206611570248,0.1652892561983471
0.5473684210526316,0.16842105263157894,0.28421052631578947
0.35555555555555557,0.37777777777777777,0.26666666666666666
0.42857142857142855,0.1978021978021978,0.37362637362637363
0.2549019607843137,0.3137254901960784,0.43137254901960786
0.425531914893617,0.18085106382978725,0.39361702127659576
0.4842105263157895,0.18947368421052632,0.3263157894736842
0.3504273504273504,0.21367521367521367,0.4358974358974359
0.4067796610169492,0.1694915254237288,0.423728813559322
0.4435483870967742,0.11290322580645161,0.4435483870967742
0.4351851851851852,0.17592592592592593,0.3888888888888889
0.4019607843137255,0.09803921568627451,0.5
0.5779816513761468,0.14678899082568808,0.27522935779816515
0.39603960396039606,0.26732673267326734,0.33663366336633666
0.4588235294117647,0.2,0.3411764705882353
0.5,0.2826086956521739,0.21739130434782608
0.49606299212598426,0.2755905511811024,0.2283464566929134
0.5047619047619047,0.2571428571428571,0.23809523809523808
0.4732142857142857,0.14285714285714285,0.38392857142857145
0.42342342342342343,0.1891891891891892,0.38738738738738737
0.43478260869565216,0.2,0.3652173913043478
0.3942307692307692,0.17307692307692307,0.4326923076923077
0.48484848484848486,0.20202020202020202,0.31313131313131315
0.5350877192982456,0.15789473684210525,0.30701754385964913
0.4774774774774775,0.14414414414414414,0.3783783783783784
0.5096153846153846,0.1346153846153846,0.3557692307692308
0.5113636363636364,0.3409090909090909,0.14772727272727273
0.5803571428571429,0.25,0.16964285714285715
0.4528301886792453,0.16981132075471697,0.37735849056603776
0.5221238938053098,0.2743362831858407,0.20353982300884957
0.4649122807017544,0.22807017543859648,0.30701754385964913
0.4076923076923077,0.2153846153846154,0.3769230769230769
0.35714285714285715,0.31746031746031744,0.3253968253968254
0.4298245614035088,0.30701754385964913,0.2631578947368421
0.5403225806451613,0.13709677419354838,0.3225806451612903
0.6153846153846154,0.19230769230769232,0.19230769230769232
0.6753246753246753,0.18181818181818182,0.14285714285714285
0.6090909090909091,0.2545454545454545,0.13636363636363635
0.4336283185840708,0.21238938053097345,0.35398230088495575
0.5826086956521739,0.2782608695652174,0.1391304347826087
0.5777777777777777,0.2111111111111111,0.2111111111111111
0.45454545454545453,0.20909090909090908,0.33636363636363636
0.5535714285714286,0.17857142857142858,0.26785714285714285
0.36082474226804123,0.25773195876288657,0.38144329896907214
0.47540983606557374,0.319672131147541,0.20491803278688525
0.36752136752136755,0.21367521367521367,0.4188034188034188
0.4722222222222222,0.20833333333333334,0.3194444444444444
0.3853211009174312,0.11009174311926606,0.5045871559633027
0.5287356321839081,0.12643678160919541,0.3448275862068966
0.38095238095238093,0.10476190476190476,0.5142857142857142
0.693069306930693,0.10891089108910891,0.19801980198019803
0.494949494949495,0.25252525252525254,0.25252525252525254
0.54,0.19,0.27
0.7431192660550459,0.01834862385321101,0.23853211009174313
0.4691358024691358,0.06172839506172839,0.4691358024691358
