,name,count,pctwhite,pctapi,NonWhite,API,Year
163,SHAW,160400,72.07,1.48,0,0,2010
164,SNYDER,160262,94.07,0.59,0,0,2010
165,MASON,160213,68.82,0.53,0,0,2010
166,DIXON,159480,54.25,0.43,0,0,2010
167,MUNOZ,158483,4.89,0.91,1,0,2010
168,HUNT,158421,73.57,0.61,0,0,2010
169,HICKS,158320,67.37,0.42,0,0,2010
170,HOLMES,156780,56.79,0.42,0,0,2010
171,PALMER,156601,75.08,0.55,0,0,2010
172,WAGNER,155795,92.47,0.58,0,0,2010
173,BLACK,154738,74.63,0.53,0,0,2010
174,ROBERTSON,153666,73.42,0.52,0,0,2010
175,BOYD,153469,63.18,0.51,0,0,2010
176,ROSE,153397,82.08,0.72,0,0,2010
177,STONE,153329,85.95,0.65,0,0,2010
178,SALAZAR,152703,5.62,1.69,1,0,2010
179,FOX,152334,88.08,0.56,0,0,2010
180,WARREN,152147,70.08,0.55,0,0,2010
181,MILLS,151942,77.5,0.51,0,0,2010
182,MEYER,150895,94.84,0.71,0,0,2010
183,RICE,149500,77.63,0.57,0,0,2010
184,SCHMIDT,147034,95.15,0.61,0,0,2010
185,GARZA,147005,6.66,0.17,1,0,2010
186,DANIELS,146570,54.67,0.51,0,0,2010
187,FERGUSON,146426,74.83,0.6,0,0,2010
188,NICHOLS,145584,82.42,0.52,0,0,2010
189,STEPHENS,144646,73.9,0.46,0,0,2010
190,SOTO,144451,5.15,0.44,1,0,2010
191,WEAVER,143837,84.41,0.52,0,0,2010
192,RYAN,143452,91.65,0.89,0,0,2010
193,GARDNER,142894,75.01,0.56,0,0,2010
194,PAYNE,142601,71.55,0.45,0,0,2010
195,GRANT,142277,55.36,0.52,0,0,2010
196,DUNN,141427,80.08,0.75,0,0,2010
197,KELLEY,140693,83.78,0.55,0,0,2010
198,SPENCER,139951,69.41,0.76,0,0,2010
199,HAWKINS,139751,61.08,0.48,0,0,2010
200,ARNOLD,138893,81.27,0.57,0,0,2010
201,PIERCE,138629,80.98,0.53,0,0,2010
202,VAZQUEZ,138322,3.53,0.18,1,0,2010
203,HANSEN,137977,94.22,0.74,0,0,2010
204,PETERS,137513,82.86,0.98,0,0,2010
205,SANTOS,137232,20.06,13.32,1,0,2010
206,HART,137184,80.54,0.56,0,0,2010
207,BRADLEY,136720,69.12,0.44,0,0,2010
208,KNIGHT,136713,72.31,0.52,0,0,2010
209,ELLIOTT,135765,81.62,0.54,0,0,2010
210,CUNNINGHAM,135718,73.16,0.53,0,0,2010
211,DUNCAN,135187,76.39,0.52,0,0,2010
212,ARMSTRONG,135044,72.39,0.58,0,0,2010
213,HUDSON,134963,66.88,0.46,0,0,2010
214,CARROLL,134317,82.95,0.61,0,0,2010
215,LANE,134227,77.14,0.61,0,0,2010
216,RILEY,133872,72.79,0.51,0,0,2010
217,ANDREWS,133799,71.78,0.78,0,0,2010
218,ALVARADO,133501,4.29,0.53,1,0,2010
219,RAY,133171,74.97,1.94,0,0,2010
220,DELGADO,132985,5.57,0.8,1,0,2010
221,BERRY,132812,70.66,0.56,0,0,2010
222,PERKINS,131440,69.45,0.53,0,0,2010
223,HOFFMAN,131401,94.08,0.63,0,0,2010
224,JOHNSTON,131373,91.62,0.68,0,0,2010
225,MATTHEWS,131303,63.37,0.62,0,0,2010
226,PENA,130776,5.34,1.09,1,0,2010
227,RICHARDS,130529,78.67,0.66,0,0,2010
228,CONTRERAS,130164,4.19,0.55,1,0,2010
229,WILLIS,130152,62.22,0.51,0,0,2010
230,CARPENTER,129898,86.21,0.57,0,0,2010
231,LAWRENCE,129699,68.87,0.74,0,0,2010
232,SANDOVAL,128948,5.29,0.55,1,0,2010
233,GUERRERO,128677,4.55,2.2,1,0,2010
234,GEORGE,128625,66.47,7.62,0,0,2010
235,CHAPMAN,127939,79.51,0.57,0,0,2010
236,RIOS,127794,4.99,0.43,1,0,2010
237,ESTRADA,127470,4.58,1.66,1,0,2010
238,ORTEGA,127256,4.77,1.15,1,0,2010
239,WATKINS,127083,62.03,0.42,0,0,2010
240,GREENE,126101,67.7,0.48,0,0,2010
241,NUNEZ,125350,5.28,0.83,1,0,2010
242,WHEELER,125058,80.96,0.5,0,0,2010
243,VALDEZ,124995,6.29,3.35,1,0,2010
244,HARPER,124461,67.9,0.49,0,0,2010
245,BURKE,122877,85.93,0.68,0,0,2010
246,LARSON,122587,94.79,0.74,0,0,2010
247,SANTIAGO,122212,5.41,4.5,1,0,2010
248,MALDONADO,121526,4.97,0.4,1,0,2010
249,MORRISON,121130,79.11,0.61,0,0,2010
250,FRANKLIN,120621,54.38,0.54,0,0,2010
251,CARLSON,120552,94.83,0.77,0,0,2010
252,AUSTIN,119706,67.47,0.61,0,0,2010
253,DOMINGUEZ,119304,5.04,1.03,1,0,2010
254,CARR,119076,73.61,0.49,0,0,2010
255,LAWSON,119053,73.84,0.43,0,0,2010
256,JACOBS,118614,74.28,0.59,0,0,2010
257,OBRIEN,118557,93.85,0.76,0,0,2010
258,LYNCH,117708,82.3,0.59,0,0,2010
259,SINGH,116749,4.29,82.77,1,1,2010
260,VEGA,116673,5.53,0.73,1,0,2010
261,BISHOP,116618,84.44,0.61,0,0,2010
262,MONTGOMERY,115953,67.86,0.59,0,0,2010
263,OLIVER,115900,64.19,0.68,0,0,2010
264,JENSEN,115679,93.97,0.73,0,0,2010
265,HARVEY,115662,68.0,0.52,0,0,2010
266,WILLIAMSON,114959,77.17,0.5,0,0,2010
267,GILBERT,114940,77.8,0.57,0,0,2010
268,DEAN,114030,76.61,1.06,0,0,2010
269,SIMS,113374,54.29,0.41,0,0,2010
270,ESPINOZA,112154,4.03,0.38,1,0,2010
271,HOWELL,112041,79.48,0.46,0,0,2010
272,LI,111786,1.49,96.78,1,1,2010
273,WONG,111371,3.48,86.49,1,1,2010
274,REID,111360,59.83,0.61,0,0,2010
275,HANSON,111144,92.11,0.7,0,0,2010
276,LE,110967,1.49,95.59,1,1,2010
277,MCCOY,110744,66.88,0.46,0,0,2010
278,GARRETT,110697,69.96,0.44,0,0,2010
279,BURTON,110529,67.32,0.53,0,0,2010
280,FULLER,110116,73.22,0.6,0,0,2010
281,WANG,109883,2.59,95.24,1,1,2010
282,WEBER,109433,94.29,0.63,0,0,2010
283,WELCH,108987,83.47,0.54,0,0,2010
284,ROJAS,108421,4.12,0.76,1,0,2010
285,LUCAS,107690,69.1,1.63,0,0,2010
286,MARQUEZ,107533,5.1,2.83,1,0,2010
287,FIELDS,107522,57.66,0.39,0,0,2010
288,PARK,106696,23.34,72.98,1,1,2010
289,YANG,106033,1.03,96.81,1,1,2010
290,LITTLE,105936,70.11,0.44,0,0,2010
291,BANKS,105833,39.27,0.36,0,0,2010
292,PADILLA,105365,6.15,2.1,1,0,2010
293,DAY,105091,83.08,1.02,0,0,2010
294,WALSH,105079,94.48,0.65,0,0,2010
295,BOWMAN,105007,80.82,0.48,0,0,2010
296,SCHULTZ,104888,94.81,0.59,0,0,2010
297,LUNA,104518,8.15,1.84,1,0,2010
298,FOWLER,104515,81.41,0.48,0,0,2010
299,MEJIA,104057,3.37,1.33,1,0,2010
300,DAVIDSON,103930,84.38,0.65,0,0,2010
301,ACOSTA,103418,6.96,2.26,1,0,2010
302,BREWER,103318,81.3,0.42,0,0,2010
303,MAY,103306,83.55,1.22,0,0,2010
304,HOLLAND,102538,76.77,0.46,0,0,2010
305,JUAREZ,101949,3.42,0.39,1,0,2010
306,NEWMAN,101931,83.03,0.61,0,0,2010
307,PEARSON,101836,72.14,0.56,0,0,2010
308,CURTIS,101801,77.9,0.53,0,0,2010
309,CORTEZ,101694,6.0,2.92,1,0,2010
310,DOUGLAS,101458,58.62,0.52,0,0,2010
311,SCHNEIDER,101290,95.35,0.59,0,0,2010
312,JOSEPH,100959,29.59,9.76,1,0,2010
313,BARRETT,100104,80.7,0.67,0,0,2010
314,NAVARRO,99807,6.66,4.04,1,0,2010
315,FIGUEROA,98468,4.93,1.0,1,0,2010
316,KELLER,98268,91.4,0.57,0,0,2010
317,AVILA,97314,7.02,1.11,1,0,2010
318,WADE,97040,64.94,0.47,0,0,2010
319,MOLINA,96979,5.82,2.28,1,0,2010
320,STANLEY,96867,78.79,0.74,0,0,2010
321,HOPKINS,96810,73.56,0.48,0,0,2010
322,CAMPOS,96111,7.11,1.38,1,0,2010
323,BARNETT,95681,76.44,0.43,0,0,2010
324,BATES,95622,75.35,0.55,0,0,2010
325,CHAMBERS,94988,65.7,0.45,0,0,2010
326,CALDWELL,93944,68.05,0.42,0,0,2010
327,BECK,93786,90.27,0.74,0,0,2010
328,LAMBERT,93678,83.66,0.59,0,0,2010
329,MIRANDA,93628,12.32,4.21,1,0,2010
330,BYRD,92904,59.01,0.36,0,0,2010
331,CRAIG,92507,79.03,0.61,0,0,2010
332,AYALA,92463,4.37,0.47,1,0,2010
333,LOWE,92260,73.04,1.68,0,0,2010
334,FRAZIER,92152,56.1,0.4,0,0,2010
335,POWERS,91970,89.6,0.65,0,0,2010
336,NEAL,91694,62.1,0.6,0,0,2010
337,LEONARD,91475,80.38,0.59,0,0,2010
338,GREGORY,91384,78.64,0.57,0,0,2010
339,CARRILLO,91129,5.13,0.68,1,0,2010
340,SUTTON,90964,72.77,0.48,0,0,2010
341,FLEMING,90677,71.71,0.62,0,0,2010
342,RHODES,90670,74.76,0.48,0,0,2010
343,SHELTON,90517,73.49,0.47,0,0,2010
344,SCHWARTZ,90071,95.93,0.57,0,0,2010
345,NORRIS,89796,79.88,0.52,0,0,2010
346,JENNINGS,89700,70.87,0.7,0,0,2010
347,WATTS,89649,68.62,0.48,0,0,2010
348,DURAN,89401,9.93,1.23,1,0,2010
349,WALTERS,89376,82.92,0.65,0,0,2010
350,COHEN,89091,88.89,0.66,0,0,2010
351,MCDANIEL,88728,76.18,0.43,0,0,2010
352,MORAN,88615,64.14,0.7,0,0,2010
353,PARKS,88586,69.39,0.59,0,0,2010
354,STEELE,88230,78.25,0.53,0,0,2010
355,VAUGHN,88060,71.52,0.44,0,0,2010
356,BECKER,87859,94.89,0.66,0,0,2010
357,HOLT,87531,79.38,0.57,0,0,2010
358,DELEON,87414,6.64,8.31,1,0,2010
359,BARKER,87162,86.48,0.68,0,0,2010
360,TERRY,87000,66.28,0.56,0,0,2010
361,HALE,86618,82.23,0.54,0,0,2010
362,LEON,86363,9.99,1.04,1,0,2010
363,HAIL,86240,73.14,0.37,0,0,2010
364,BENSON,86081,77.85,0.79,0,0,2010
365,HAYNES,85974,61.08,0.42,0,0,2010
366,HORTON,85195,69.99,0.52,0,0,2010
367,MILES,84942,61.33,0.49,0,0,2010
368,LYONS,84516,74.88,0.5,0,0,2010
369,PHAM,84320,0.9,96.33,1,1,2010
370,GRAVES,84179,69.64,0.48,0,0,2010
371,BUSH,84018,71.73,0.57,0,0,2010
372,THORNTON,83967,67.42,0.46,0,0,2010
373,WOLFE,83928,90.77,0.52,0,0,2010
374,WARNER,83781,84.22,0.65,0,0,2010
375,CABRERA,83621,4.47,3.52,1,0,2010
376,MCKINNEY,83616,68.84,0.4,0,0,2010
377,MANN,83510,80.39,3.61,0,0,2010
378,ZIMMERMAN,83265,93.84,0.52,0,0,2010
379,DAWSON,83182,68.3,0.64,0,0,2010
380,LARA,83067,5.67,1.14,1,0,2010
381,FLETCHER,83063,72.86,0.58,0,0,2010
382,PAGE,82992,75.12,0.66,0,0,2010
383,MCCARTHY,82950,92.29,0.68,0,0,2010
384,LOVE,82873,56.49,0.54,0,0,2010
385,ROBLES,82458,5.07,2.05,1,0,2010
386,CERVANTES,82161,3.31,0.91,1,0,2010
387,SOLIS,82146,5.14,1.61,1,0,2010
388,ERICKSON,82085,95.05,0.65,0,0,2010
389,REEVES,81978,77.31,0.57,0,0,2010
390,CHANG,81939,2.37,88.84,1,1,2010
391,KLEIN,81471,95.41,0.6,0,0,2010
392,SALINAS,81156,5.55,0.9,1,0,2010
393,FUENTES,81006,4.56,1.31,1,0,2010
394,BALDWIN,80742,76.87,0.52,0,0,2010
395,DANIEL,80526,62.84,3.16,0,0,2010
396,SIMON,80460,65.09,2.75,0,0,2010
397,VELASQUEZ,80364,4.75,1.71,1,0,2010
398,HARDY,80252,61.47,0.5,0,0,2010
399,HIGGINS,79803,83.91,0.56,0,0,2010
400,AGUIRRE,79517,5.1,1.25,1,0,2010
401,LIN,79508,1.7,95.85,1,1,2010
402,CUMMINGS,79316,72.52,0.72,0,0,2010
403,CHANDLER,79186,74.49,0.6,0,0,2010
404,SHARP,78990,83.57,0.59,0,0,2010
405,BARBER,78848,75.48,0.64,0,0,2010
406,BOWEN,78822,82.08,0.55,0,0,2010
407,OCHOA,78677,4.53,0.54,1,0,2010
408,DENNIS,78482,65.6,0.6,0,0,2010
409,ROBBINS,78381,87.57,0.49,0,0,2010
410,LIU,78370,1.79,95.62,1,1,2010
411,RAMSEY,78350,77.84,0.46,0,0,2010
412,FRANCIS,78327,59.48,2.0,0,0,2010
413,GRIFFITH,78260,83.93,0.55,0,0,2010
414,PAUL,78256,66.99,6.25,0,0,2010
415,BLAIR,78026,79.4,0.55,0,0,2010
416,OCONNOR,77923,92.81,0.75,0,0,2010
417,CARDENAS,77652,4.59,1.02,1,0,2010
418,PACHECO,77642,15.32,1.16,1,0,2010
419,CROSS,77557,75.47,0.57,0,0,2010
420,CALDERON,77085,4.95,1.53,1,0,2010
421,QUINN,76986,86.23,0.69,0,0,2010
422,MOSS,76908,69.73,0.48,0,0,2010
423,SWANSON,76897,90.41,0.7,0,0,2010
424,CHAN,76664,2.75,89.32,1,1,2010
425,RIVAS,76205,4.88,0.41,1,0,2010
426,KHAN,76171,6.89,81.25,1,1,2010
427,RODGERS,76095,70.15,0.46,0,0,2010
428,SERRANO,75996,5.62,2.9,1,0,2010
429,FITZGERALD,75356,86.32,0.67,0,0,2010
430,ROSALES,75185,3.63,2.39,1,0,2010
431,STEVENSON,75169,63.44,0.63,0,0,2010
432,CHRISTENSEN,75143,94.42,0.73,0,0,2010
433,MANNING,74949,73.9,0.56,0,0,2010
434,GILL,74948,65.23,13.43,0,0,2010
435,CURRY,74919,59.18,0.49,0,0,2010
436,MCLAUGHLIN,74816,87.99,0.58,0,0,2010
437,HARMON,74737,77.26,0.53,0,0,2010
438,MCGEE,74542,62.25,0.45,0,0,2010
439,GROSS,74503,84.87,0.52,0,0,2010
440,DOYLE,74458,89.12,0.66,0,0,2010
441,GARNER,74324,71.71,0.48,0,0,2010
442,NEWTON,74092,75.66,0.62,0,0,2010
443,BURGESS,73931,75.35,0.63,0,0,2010
444,REESE,73919,66.05,0.44,0,0,2010
445,WALTON,73854,60.37,0.4,0,0,2010
446,BLAKE,73797,71.21,0.56,0,0,2010
447,TRUJILLO,73664,8.39,0.29,1,0,2010
448,ADKINS,73599,87.2,0.38,0,0,2010
449,BRADY,73145,87.28,0.56,0,0,2010
450,GOODMAN,73136,78.33,0.57,0,0,2010
451,ROMAN,72918,20.79,0.97,1,0,2010
452,WEBSTER,72625,73.5,0.62,0,0,2010
453,GOODWIN,72451,77.04,0.5,0,0,2010
454,FISCHER,72357,94.34,0.61,0,0,2010
455,HUANG,72328,0.9,97.14,1,1,2010
456,POTTER,72175,89.07,0.56,0,0,2010
457,DELACRUZ,72109,3.86,16.77,1,0,2010
458,MONTOYA,71844,8.65,0.87,1,0,2010
459,TODD,71759,80.77,0.51,0,0,2010
460,WU,71721,1.37,96.37,1,1,2010
461,HINES,71717,57.72,0.49,0,0,2010
462,MULLINS,71646,88.75,0.36,0,0,2010
463,CASTANEDA,71368,4.11,1.79,1,0,2010
464,MALONE,71286,67.31,0.56,0,0,2010
465,CANNON,71085,69.78,0.5,0,0,2010
466,TATE,71058,55.59,0.61,0,0,2010
467,MACK,71056,44.76,0.7,0,0,2010
468,SHERMAN,70502,82.74,0.63,0,0,2010
469,HUBBARD,70362,71.05,0.45,0,0,2010
470,HODGES,70223,73.41,0.48,0,0,2010
471,ZHANG,70125,0.99,98.06,1,1,2010
472,GUERRA,70071,11.26,0.58,1,0,2010
473,WOLF,70031,93.67,0.61,0,0,2010
474,VALENCIA,70000,5.32,3.28,1,0,2010
475,FRANCO,69943,15.82,1.74,1,0,2010
476,SAUNDERS,69943,67.39,0.57,0,0,2010
477,ROWE,69879,79.26,0.64,0,0,2010
478,GALLAGHER,69834,94.62,0.64,0,0,2010
479,FARMER,69617,77.16,0.47,0,0,2010
480,HAMMOND,69515,78.23,0.64,0,0,2010
481,HAMPTON,69472,53.7,0.4,0,0,2010
482,TOWNSEND,69360,67.7,0.47,0,0,2010
483,INGRAM,69345,61.45,0.36,0,0,2010
484,WISE,68649,78.63,0.58,0,0,2010
485,GALLEGOS,68373,7.66,0.47,1,0,2010
486,CLARKE,68281,61.02,0.63,0,0,2010
487,BARTON,68233,85.11,0.59,0,0,2010
488,SCHROEDER,67977,95.36,0.59,0,0,2010
489,MAXWELL,67961,73.22,0.61,0,0,2010
490,WATERS,67929,73.39,0.56,0,0,2010
491,LOGAN,67909,64.8,0.71,0,0,2010
492,CAMACHO,67893,6.09,2.9,1,0,2010
493,STRICKLAND,67769,76.23,0.46,0,0,2010
494,NORMAN,67704,68.97,0.63,0,0,2010
495,PERSON,67411,45.58,4.14,0,0,2010
496,COLON,67338,7.58,0.31,1,0,2010
497,PARSONS,67310,91.09,0.6,0,0,2010
498,FRANK,67304,84.54,0.99,0,0,2010
499,HARRINGTON,66959,82.01,0.72,0,0,2010
500,GLOVER,66858,52.58,0.51,0,0,2010
501,OSBORNE,66827,82.28,0.5,0,0,2010
502,BUCHANAN,66648,77.4,0.59,0,0,2010
503,CASEY,66556,86.89,0.66,0,0,2010
504,FLOYD,66454,65.41,0.41,0,0,2010
505,PATTON,66293,73.05,0.49,0,0,2010
506,IBARRA,66063,2.95,1.24,1,0,2010
507,BALL,66059,82.32,0.96,0,0,2010
508,TYLER,66056,61.96,0.54,0,0,2010
509,SUAREZ,66013,6.79,2.11,1,0,2010
510,BOWERS,66003,83.4,0.47,0,0,2010
511,OROZCO,65904,3.4,0.39,1,0,2010
512,SALAS,65468,6.46,2.05,1,0,2010
513,COBB,65125,69.98,0.44,0,0,2010
514,GIBBS,65064,65.85,0.49,0,0,2010
515,ANDRADE,65037,15.43,1.62,1,0,2010
516,BAUER,65004,95.1,0.59,0,0,2010
517,CONNER,64572,78.57,0.47,0,0,2010
518,MOODY,64429,71.27,0.44,0,0,2010
519,ESCOBAR,64403,5.17,1.55,1,0,2010
520,MCGUIRE,64327,88.0,0.65,0,0,2010
521,LLOYD,64202,72.59,0.55,0,0,2010
522,MUELLER,64191,95.66,0.64,0,0,2010
523,HARTMAN,64106,93.86,0.65,0,0,2010
524,FRENCH,63991,85.75,0.66,0,0,2010
525,KRAMER,63936,95.35,0.61,0,0,2010
526,MCBRIDE,63899,74.28,0.44,0,0,2010
527,POPE,63881,70.83,0.47,0,0,2010
528,LINDSEY,63760,67.78,0.79,0,0,2010
529,VELAZQUEZ,63736,3.26,0.12,1,0,2010
530,NORTON,63722,87.84,0.55,0,0,2010
531,MCCORMICK,63649,87.33,0.57,0,0,2010
532,SPARKS,63440,84.22,0.42,0,0,2010
533,FLYNN,63400,91.91,0.66,0,0,2010
534,YATES,63254,80.58,0.49,0,0,2010
535,HOGAN,63085,80.12,0.53,0,0,2010
536,MARSH,62304,82.74,0.54,0,0,2010
537,MACIAS,62227,4.92,0.4,1,0,2010
538,VILLANUEVA,61883,4.25,12.29,1,0,2010
539,ZAMORA,61729,5.38,2.52,1,0,2010
540,PRATT,61671,78.04,0.62,0,0,2010
541,STOKES,61639,58.27,0.36,0,0,2010
542,OWEN,61630,91.78,0.73,0,0,2010
543,BALLARD,61625,75.26,0.42,0,0,2010
544,LANG,61529,81.36,3.31,0,0,2010
545,BROCK,61369,83.03,0.46,0,0,2010
546,VILLARREAL,61355,6.45,0.19,1,0,2010
547,CHARLES,61211,33.69,1.01,0,0,2010
548,DRAKE,61162,79.55,0.52,0,0,2010
549,BARRERA,60998,5.01,1.14,1,0,2010
550,CAIN,60948,77.21,0.75,0,0,2010
551,PATRICK,60845,73.73,0.73,0,0,2010
552,PINEDA,60820,3.29,5.28,1,0,2010
553,BURNETT,60791,69.91,0.41,0,0,2010
554,MERCADO,60761,5.24,6.85,1,0,2010
555,SANTANA,60667,6.13,0.54,1,0,2010
556,SHEPHERD,60479,78.64,0.54,0,0,2010
557,BAUTISTA,60264,3.16,18.23,1,0,2010
558,ALI,60002,17.33,42.91,1,0,2010
559,SHAFFER,59943,93.08,0.55,0,0,2010
560,LAMB,59913,86.1,0.7,0,0,2010
561,TREVINO,59882,7.83,0.2,1,0,2010
562,MCKENZIE,59595,64.64,0.69,0,0,2010
563,HESS,59486,94.63,0.55,0,0,2010
564,BEIL,59463,62.1,0.34,0,0,2010
565,OLSEN,59356,93.69,0.77,0,0,2010
566,COCHRAN,59350,85.29,0.5,0,0,2010
567,MORTON,59213,74.0,0.66,0,0,2010
568,NASH,58714,69.34,0.53,0,0,2010
569,WILKINS,58634,63.09,0.43,0,0,2010
570,PETERSEN,58480,93.42,0.76,0,0,2010
571,BRIGGS,58408,75.92,0.51,0,0,2010
572,SHAH,58287,3.59,91.74,1,1,2010
573,ROTH,58278,94.86,0.9,0,0,2010
574,NICHOLSON,58151,74.25,0.54,0,0,2010
575,HOLLOWAY,58040,58.27,0.4,0,0,2010
576,LOZANO,57779,5.96,1.55,1,0,2010
577,FLOWERS,57549,53.12,0.4,0,0,2010
578,RANGEL,57549,6.01,0.28,1,0,2010
579,HOOVER,57497,92.03,0.59,0,0,2010
580,ARIAS,57477,5.12,1.06,1,0,2010
581,SHORT,57477,84.12,0.59,0,0,2010
582,MORA,57464,7.38,1.07,1,0,2010
583,VALENZUELA,57383,4.95,2.4,1,0,2010
584,BRYAN,57143,81.33,0.64,0,0,2010
585,MEYERS,57127,89.78,0.76,0,0,2010
586,WEISS,57112,95.58,0.65,0,0,2010
587,UNDERWOOD,57064,79.2,0.48,0,0,2010
588,BASS,57044,69.18,0.49,0,0,2010
589,GREER,57043,73.3,0.49,0,0,2010
590,SUMMERS,56953,78.93,0.54,0,0,2010
591,HOUSTON,56900,52.07,0.5,0,0,2010
592,CARSON,56872,72.25,0.61,0,0,2010
593,MORROW,56840,79.85,0.52,0,0,2010
594,CLAYTON,56638,69.14,0.45,0,0,2010
595,WHITAKER,56616,70.71,0.46,0,0,2010
596,DECKER,56576,93.96,0.51,0,0,2010
597,YODER,56410,97.77,0.23,0,0,2010
598,COLLIER,56380,66.97,0.47,0,0,2010
599,ZUNIGA,56347,4.45,0.75,1,0,2010
600,CAREY,56322,80.9,0.6,0,0,2010
601,WILCOX,56286,83.89,0.56,0,0,2010
602,MELENDEZ,56230,4.96,0.48,1,0,2010
603,POOLE,56226,72.56,0.48,0,0,2010
604,ROBERSON,56180,51.34,0.38,0,0,2010
605,LARSEN,55960,94.16,0.75,0,0,2010
606,CONLEY,55917,79.78,0.42,0,0,2010
607,DAVENPORT,55895,71.76,0.49,0,0,2010
608,COPELAND,55850,65.85,0.46,0,0,2010
609,MASSEY,55595,73.18,1.06,0,0,2010
610,LAM,55554,6.84,87.99,1,1,2010
611,HUFF,55484,81.37,0.52,0,0,2010
612,ROCHA,55251,16.45,0.8,1,0,2010
613,CAMERON,55240,75.52,0.66,0,0,2010
614,JEFFERSON,55179,17.45,0.4,1,0,2010
615,HOOD,55174,74.07,0.52,0,0,2010
616,MONROE,55136,62.88,0.5,0,0,2010
617,ANTHONY,55114,59.82,1.53,0,0,2010
618,PITTMAN,55021,63.55,0.36,0,0,2010
619,HUYNH,54996,0.82,96.68,1,1,2010
620,RANDALL,54764,74.65,0.64,0,0,2010
621,SINGLETON,54621,45.91,0.38,0,0,2010
622,KIRK,54394,82.37,1.29,0,0,2010
623,COMBS,54257,86.08,0.45,0,0,2010
624,MATHIS,54217,61.94,0.29,0,0,2010
625,CHRISTIAN,54198,66.41,2.33,0,0,2010
626,SKINNER,54046,79.34,0.48,0,0,2010
627,BRADFORD,54015,64.77,0.51,0,0,2010
628,RICHARD,53893,70.35,0.9,0,0,2010
629,GALVAN,53822,6.06,0.8,1,0,2010
630,WALL,53794,86.1,0.75,0,0,2010
631,BOONE,53792,62.39,0.52,0,0,2010
632,KIRBY,53767,85.9,0.5,0,0,2010
633,WILKINSON,53739,88.16,0.63,0,0,2010
634,BRIDGES,53682,67.71,0.46,0,0,2010
635,BRUCE,53419,77.35,0.74,0,0,2010
636,ATKINSON,53376,79.31,0.55,0,0,2010
637,VELEZ,53265,6.8,0.88,1,0,2010
638,MEZA,53230,3.73,0.18,1,0,2010
639,ROY,53159,75.2,9.69,0,0,2010
640,VINCENT,53095,78.93,1.4,0,0,2010
641,YORK,53059,85.81,0.9,0,0,2010
642,HODGE,52920,68.67,0.43,0,0,2010
643,VILLA,52817,8.08,2.06,1,0,2010
644,ABBOTT,52739,89.5,0.65,0,0,2010
645,ALLISON,52701,80.72,0.57,0,0,2010
646,TAPIA,52651,4.85,0.71,1,0,2010
647,GATES,52569,75.04,0.62,0,0,2010
648,CHASE,52481,81.84,0.72,0,0,2010
649,SOSA,52457,5.1,0.72,1,0,2010
650,SWEENEY,52410,90.6,0.56,0,0,2010
651,FARRELL,52321,89.88,0.73,0,0,2010
652,WYATT,52211,75.71,0.42,0,0,2010
653,DALTON,52184,86.84,0.57,0,0,2010
654,HORN,52138,85.15,0.98,0,0,2010
655,BARRON,52070,46.37,0.7,0,0,2010
656,PHELPS,52044,85.1,0.52,0,0,2010
657,YU,52035,1.46,96.1,1,1,2010
658,DICKERSON,51889,62.97,0.43,0,0,2010
659,HEATH,51877,80.3,0.51,0,0,2010
660,FOLEY,51865,92.05,0.73,0,0,2010
661,ATKINS,51671,67.62,0.5,0,0,2010
662,MATHEWS,51592,74.63,4.24,0,0,2010
663,BONILLA,51475,4.48,1.17,1,0,2010
664,ACEVEDO,51351,5.11,0.42,1,0,2010
665,BENITEZ,51288,3.76,1.59,1,0,2010
666,ZAVALA,51153,3.29,0.18,1,0,2010
667,HENSLEY,51081,92.83,0.47,0,0,2010
668,GLENN,51043,61.41,0.48,0,0,2010
669,CISNEROS,50920,4.58,0.2,1,0,2010
670,HARRELL,50837,66.08,0.35,0,0,2010
671,SHIELDS,50832,75.83,0.64,0,0,2010
672,RUBIO,50788,5.35,1.8,1,0,2010
673,CHOI,50786,1.57,96.09,1,1,2010
674,HUFFMAN,50786,91.2,0.46,0,0,2010
675,BOYER,50742,88.78,0.62,0,0,2010
676,GARRISON,50686,83.09,0.5,0,0,2010
677,ARROYO,50614,4.62,1.06,1,0,2010
678,BOND,50610,75.91,0.58,0,0,2010
679,KANE,50584,89.08,1.67,0,0,2010
680,HANCOCK,50558,87.33,0.48,0,0,2010
681,CALLAHAN,50524,89.8,0.6,0,0,2010
682,DILLON,50465,84.36,0.72,0,0,2010
683,CLINE,50258,92.86,0.51,0,0,2010
684,WIGGINS,50247,54.67,0.33,0,0,2010
685,GRIMES,50245,74.91,0.39,0,0,2010
686,ARELLANO,50104,4.49,2.61,1,0,2010
687,MELTON,50069,79.76,0.51,0,0,2010
688,ONEILL,50028,92.67,0.77,0,0,2010
689,SAVAGE,49914,74.84,0.5,0,0,2010
690,HO,49817,2.42,93.06,1,1,2010
691,BELTRAN,49776,4.94,3.34,1,0,2010
692,PITTS,49740,63.23,0.46,0,0,2010
693,PARRISH,49733,80.21,0.49,0,0,2010
694,PONCE,49549,5.13,2.03,1,0,2010
695,RICH,49481,85.2,0.67,0,0,2010
696,BOOTH,49402,83.38,0.63,0,0,2010
697,KOCH,49395,95.29,0.73,0,0,2010
698,GOLDEN,49360,74.7,0.54,0,0,2010
699,WARE,49316,48.69,0.47,0,0,2010
